cond,pid,source,file,toGIG,toDRG,fpocket_pos,fpocket_dist,threading
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG8287407_0.pdb,15.705,16.272,4.0,5.89,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG8299317_0.pdb,5.16,4.196,8.0,5.09,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG8505801_0.pdb,17.058,17.474,4.0,10.6,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG8685046_0.pdb,16.761,17.101,5.0,9.05,ambiguous
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG8730501_0.pdb,6.146,5.417,8.0,6.28,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG8902467_0.pdb,2.84,2.869,8.0,8.74,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG9004841_0.pdb,3.447,4.043,10.0,5.94,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG9162606_0.pdb,4.773,4.026,9.0,5.26,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG9352515_0.pdb,17.583,17.854,5.0,9.65,ambiguous
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG9396636_0.pdb,14.656,15.538,1.0,4.82,reverse
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG9828049_0.pdb,4.96,3.971,8.0,8.14,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG9845327_0.pdb,3.596,2.499,9.0,5.88,forward
L4_expanded,6AM5,promising,outputs/promising/pdb/6AM5_L4_expanded_wG9876632_0.pdb,15.199,16.023,2.0,9.45,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_0528100_0.pdb,15.03,15.456,5.0,6.31,ambiguous
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_0528100_1.pdb,3.605,2.969,9.0,7.02,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_1157939_0.pdb,8.248,7.202,7.0,6.19,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_1157939_1.pdb,16.068,16.477,3.0,6.17,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_1532953_0.pdb,8.363,7.545,7.0,7.08,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_1532953_1.pdb,15.45,15.995,3.0,6.9,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_5046237_0.pdb,5.248,4.333,9.0,6.91,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_5046237_1.pdb,3.47,2.991,9.0,8.87,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_5584195_0.pdb,8.316,7.183,7.0,7.29,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_5584195_1.pdb,15.089,15.614,4.0,8.16,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_5678358_0.pdb,16.006,16.55,3.0,5.08,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_5678358_1.pdb,7.248,6.425,7.0,7.09,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_5917430_0.pdb,3.697,3.056,9.0,6.0,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_5917430_1.pdb,5.202,4.527,8.0,8.74,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_6094590_0.pdb,3.913,4.172,10.0,5.72,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_6094590_1.pdb,15.514,16.149,3.0,8.78,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_6391898_0.pdb,3.641,2.627,9.0,5.69,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_6391898_1.pdb,15.161,15.381,2.0,7.48,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_6447125_0.pdb,13.117,13.714,1.0,7.2,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_6447125_1.pdb,5.205,4.296,8.0,7.73,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_6605738_0.pdb,15.865,16.286,3.0,7.47,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_6605738_1.pdb,14.186,14.84,3.0,9.18,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_7511451_0.pdb,7.449,6.929,9.0,8.09,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_7511451_1.pdb,12.983,13.403,4.0,8.72,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_7514828_0.pdb,3.442,3.471,10.0,5.38,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_7514828_1.pdb,15.995,16.534,2.0,8.26,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_7647164_0.pdb,15.722,16.328,3.0,6.07,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_7647164_1.pdb,4.369,4.305,10.0,3.97,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_8482805_0.pdb,15.601,15.981,4.0,9.94,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_8482805_1.pdb,16.495,17.018,3.0,5.11,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_8962383_0.pdb,14.444,14.723,2.0,7.84,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_8962383_1.pdb,3.954,3.02,9.0,5.03,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_9276067_0.pdb,13.956,14.587,2.0,9.58,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_9276067_1.pdb,15.107,15.671,2.0,9.77,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_9544020_0.pdb,5.092,4.553,9.0,4.58,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_w1_9544020_1.pdb,5.456,4.746,8.0,6.92,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_0038857_0.pdb,2.855,3.296,10.0,9.09,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_0127299_0.pdb,6.358,5.706,9.0,7.73,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_0360292_0.pdb,15.336,16.098,1.0,5.64,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_0457070_0.pdb,15.067,15.604,4.0,9.09,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_0559318_0.pdb,9.75,8.831,6.0,8.21,ambiguous
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_0685713_0.pdb,9.228,8.382,7.0,6.34,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_0889271_0.pdb,2.096,3.482,10.0,5.28,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_1109091_0.pdb,15.174,15.879,2.0,6.75,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_1156573_0.pdb,13.797,14.267,2.0,6.12,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_1232081_0.pdb,3.834,3.087,9.0,5.22,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_1737780_0.pdb,15.965,16.41,4.0,7.34,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_2458087_0.pdb,16.023,16.436,3.0,7.49,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_2540949_0.pdb,15.194,15.887,4.0,9.67,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_2673171_0.pdb,14.474,14.937,2.0,6.92,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_2715268_0.pdb,5.988,5.834,8.0,10.49,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_2762691_0.pdb,16.905,17.247,4.0,6.79,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_2770095_0.pdb,15.052,15.494,5.0,7.08,ambiguous
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_2874560_0.pdb,3.64,3.417,9.0,9.6,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_2902358_0.pdb,6.783,6.0,8.0,7.22,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_3022232_0.pdb,12.841,13.378,1.0,8.7,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_3034198_0.pdb,14.824,15.299,2.0,5.04,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_3417539_0.pdb,3.559,2.745,9.0,6.18,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_3492203_0.pdb,6.121,5.385,9.0,5.86,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_3611577_0.pdb,14.876,15.396,4.0,7.43,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_3765915_0.pdb,13.861,14.524,2.0,8.14,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_4105756_0.pdb,14.461,14.98,1.0,5.1,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_4657929_0.pdb,16.649,17.177,2.0,8.98,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_4759562_0.pdb,12.918,13.456,1.0,3.59,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_4914435_0.pdb,14.668,15.255,2.0,7.82,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_5633442_0.pdb,15.799,16.241,3.0,7.22,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_5634369_0.pdb,3.868,2.993,9.0,7.35,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_5653811_0.pdb,16.409,16.95,3.0,6.23,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_5676527_0.pdb,15.276,15.755,3.0,8.26,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_5824378_0.pdb,10.324,9.29,6.0,7.07,ambiguous
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_5901134_0.pdb,15.217,15.905,1.0,9.8,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_5938173_0.pdb,7.798,6.887,7.0,7.0,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_5983243_0.pdb,3.516,2.962,9.0,5.04,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_6147825_0.pdb,7.178,6.255,8.0,5.48,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_6359334_0.pdb,6.022,5.279,8.0,5.75,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_6386201_0.pdb,16.852,17.325,4.0,5.52,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_6540789_0.pdb,16.145,16.621,3.0,6.92,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_6600904_0.pdb,8.966,8.161,7.0,5.94,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_6640875_0.pdb,6.112,5.359,8.0,7.08,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_6845088_0.pdb,14.963,15.294,5.0,7.05,ambiguous
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_6995484_0.pdb,14.883,15.405,3.0,8.65,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_7193250_0.pdb,7.035,6.369,7.0,8.13,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_7352871_0.pdb,4.963,3.82,8.0,5.07,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_7588538_0.pdb,4.771,3.957,9.0,7.69,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_7722540_0.pdb,12.945,13.588,3.0,9.04,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_8124303_0.pdb,6.222,5.236,8.0,6.12,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_8179328_0.pdb,3.369,2.241,9.0,5.7,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_8694448_0.pdb,15.365,15.897,2.0,7.54,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_8755428_0.pdb,4.714,4.169,9.0,5.85,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_8817709_0.pdb,6.922,6.237,8.0,7.29,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_9392977_0.pdb,2.856,2.73,10.0,6.95,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_9435107_0.pdb,5.135,4.284,9.0,8.54,forward
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_9540248_0.pdb,14.76,15.453,2.0,6.28,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_9600683_0.pdb,15.806,16.361,2.0,7.51,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_9665249_0.pdb,15.147,15.527,4.0,9.27,reverse
L5_max,6AM5,promising,outputs/promising/pdb/6AM5_L5_max_wA_9829775_0.pdb,4.871,4.026,7.0,9.03,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_0010821_0.pdb,3.855,3.26,8.0,6.87,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_0082638_0.pdb,2.233,2.976,10.0,6.58,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_0340291_0.pdb,5.568,5.9,10.0,6.59,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_0388860_0.pdb,5.717,6.028,10.0,6.42,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_0389918_0.pdb,15.161,15.821,4.0,10.62,reverse
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_0746792_0.pdb,6.852,6.316,9.0,8.42,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_1663184_0.pdb,5.406,5.754,10.0,6.14,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_1675029_0.pdb,2.571,3.372,10.0,5.16,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_1858593_0.pdb,4.852,3.687,8.0,6.41,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_2071750_0.pdb,5.471,5.384,8.0,10.24,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_2362467_0.pdb,4.61,4.851,9.0,10.27,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_2574137_0.pdb,3.345,2.882,9.0,4.59,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_2578568_0.pdb,3.88,3.596,9.0,8.1,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_2659811_0.pdb,13.453,13.85,3.0,6.8,reverse
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_2665439_0.pdb,6.053,5.893,9.0,6.76,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_2703951_0.pdb,17.67,17.99,5.0,7.72,ambiguous
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_2807485_0.pdb,6.63,6.539,7.0,9.65,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_2946479_0.pdb,3.521,4.733,10.0,9.28,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_3048671_0.pdb,4.682,4.838,9.0,10.23,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_3101212_0.pdb,12.379,12.87,1.0,11.63,reverse
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_3161502_0.pdb,12.745,13.168,3.0,6.39,reverse
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_3447169_0.pdb,14.278,14.79,3.0,4.98,reverse
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_3470000_0.pdb,7.285,6.388,7.0,9.01,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_3470140_0.pdb,4.462,3.341,9.0,9.3,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_3704812_0.pdb,16.074,16.511,3.0,9.19,reverse
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_3894281_0.pdb,6.599,5.833,7.0,7.97,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_4058465_0.pdb,6.026,5.894,8.0,8.9,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_4420913_0.pdb,14.338,14.925,2.0,6.34,reverse
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_4466316_0.pdb,4.919,4.132,8.0,8.04,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_4484775_0.pdb,12.065,12.554,1.0,6.31,reverse
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_4520016_0.pdb,13.011,13.256,4.0,8.05,reverse
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_4636717_0.pdb,8.179,7.513,8.0,6.27,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_4741561_0.pdb,8.996,8.547,8.0,9.58,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_4823362_0.pdb,3.768,3.383,8.0,9.22,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_4932689_0.pdb,3.32,3.728,10.0,9.13,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_5083685_0.pdb,17.663,18.053,4.0,7.63,reverse
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_5160771_0.pdb,5.826,5.671,8.0,8.17,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_5351057_0.pdb,6.95,6.159,7.0,6.36,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_5454568_0.pdb,15.693,16.095,4.0,10.19,reverse
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_5668039_0.pdb,5.783,5.697,8.0,9.15,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_5711483_0.pdb,3.031,3.334,10.0,5.72,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_5864215_0.pdb,12.978,13.566,1.0,3.69,reverse
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_6160448_0.pdb,12.312,12.823,2.0,6.66,reverse
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_6199936_0.pdb,15.156,15.323,4.0,7.75,reverse
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_6501660_0.pdb,2.914,3.405,10.0,5.22,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_6566893_0.pdb,5.006,4.453,7.0,9.12,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_6996971_0.pdb,8.026,8.55,10.0,11.73,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_7179688_0.pdb,13.541,13.748,4.0,7.74,reverse
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_7190488_0.pdb,12.814,13.492,3.0,9.28,reverse
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_7471401_0.pdb,13.747,14.256,4.0,9.94,reverse
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_7576260_0.pdb,13.555,14.277,1.0,3.76,reverse
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_7578413_0.pdb,3.254,2.253,9.0,6.13,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_7946527_0.pdb,16.021,16.554,2.0,8.93,reverse
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_8070185_0.pdb,7.144,6.657,9.0,7.67,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_8160344_0.pdb,8.264,7.619,7.0,8.55,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_8718962_0.pdb,16.588,17.059,3.0,7.36,reverse
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_9234399_0.pdb,3.879,3.835,9.0,7.39,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_9448340_0.pdb,6.051,6.123,10.0,8.7,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_9495664_0.pdb,6.548,5.479,8.0,6.68,forward
L1_nterm,6AMU,promising,outputs/promising/pdb/6AMU_L1_nterm_wA_9983077_0.pdb,13.618,14.393,1.0,7.54,reverse
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_0042539_0.pdb,2.821,2.199,9.0,6.94,forward
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_0178548_0.pdb,14.072,14.307,2.0,6.74,reverse
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_0503104_0.pdb,7.151,6.428,7.0,5.73,forward
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_0640668_0.pdb,4.981,4.614,9.0,6.68,forward
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_0649293_0.pdb,12.893,13.32,1.0,5.34,reverse
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_1339409_0.pdb,6.003,5.306,7.0,9.28,forward
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_2519530_0.pdb,17.014,17.361,6.0,10.02,ambiguous
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_2685843_0.pdb,7.532,6.863,8.0,7.03,forward
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_2855185_0.pdb,15.551,16.132,2.0,6.61,reverse
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_2950071_0.pdb,9.071,8.415,7.0,8.17,forward
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_3585301_0.pdb,10.14,9.484,7.0,8.62,forward
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_3719090_0.pdb,2.7,3.361,10.0,6.08,forward
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_3737606_0.pdb,16.093,16.63,3.0,6.93,reverse
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_3742647_0.pdb,13.308,13.82,2.0,8.04,reverse
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_3932958_0.pdb,16.47,16.936,3.0,7.02,reverse
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_4033520_0.pdb,15.501,16.091,3.0,9.51,reverse
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_4070674_0.pdb,13.901,14.302,2.0,7.47,reverse
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_4464000_0.pdb,8.462,7.713,8.0,8.23,forward
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_4720550_0.pdb,9.503,8.506,7.0,8.92,forward
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_4820447_0.pdb,16.214,16.697,2.0,9.33,reverse
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_5916995_0.pdb,4.917,4.385,8.0,8.47,forward
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_6048321_0.pdb,5.243,4.379,9.0,6.62,forward
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_6286002_0.pdb,13.302,14.16,2.0,9.97,reverse
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_6775787_0.pdb,14.471,14.698,4.0,7.99,reverse
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_7354773_0.pdb,5.615,5.329,9.0,7.17,forward
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_7419436_0.pdb,7.298,7.01,10.0,5.26,forward
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_7586310_0.pdb,2.677,3.307,10.0,5.37,forward
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_7999763_0.pdb,3.294,4.058,10.0,7.16,forward
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_8082910_0.pdb,13.366,14.017,2.0,7.12,reverse
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_8433547_0.pdb,4.184,3.13,8.0,7.48,forward
L2_nterm_t1,6AMU,promising,outputs/promising/pdb/6AMU_L2_nterm_t1_wA_8546911_0.pdb,5.686,4.953,8.0,7.61,forward
